url,label
http://e40kzuj2xorvork1djrwedbc.cam/gate/auth/127/index.html,1
http://198.51.100.42/verification/id/5960,1
http://account-center.xyz/gateway?url=http://binance-security-confirm.xyz/login&next=verify&token=36467,1
https://st3ta195eq4pbgx25fplo1urt.work/gate/auth/685/index.html,1
http://chase.login.validation.zapto.org/signin?session_id=74840&redirect=account,1
https://verification-hub.fit/gateway?url=http://instagram-security-confirm.xyz/login&next=verify&token=52006,1
http://appleid-wallet-recovery.fit/webscr?cmd=_login-run&dispatch=6591,1
http://linkedin-urgent-notice.fit/verify/user/5001/security.php,1
http://security-microsoft-verification-portal-update.com/account/signin/authenticate/step1/verify-password.php?client_id=18585,1
http://paypa1-account-center.net/login.php,1
http://appleid-customer-service.icu/account/update-credentials.html,1
https://office365-security-update.cam/login?auth_token=496086,1
http://micros0ft-account-center.cc/login.php,1
http://facebook.secure.auth.zapto.org/signin?session_id=67146&redirect=account,1
http://10.0.0.45/auth/signin?session=324479,1
http://office365-unlock-account.club/account/update-credentials.html,1
http://tpmc3skxlojsyt5wsgrx37jw34670c.cf/gate/auth/473/index.html,1
http://netflix.verify.validation.servehttp.com/signin?session_id=51766&redirect=account,1
https://g00gle-account-center.net/login.php,1
http://paypa1-account-center.net/login.php,1
https://oegi3qupxbfej2xg48ra4.ml/gate/auth/421/index.html,1
http://account-center.icu/gateway?url=http://linkedin-security-confirm.xyz/login&next=verify&token=98037,1
https://security-dhl-tracking-verification-portal-update.com/account/signin/authenticate/step1/verify-password.php?client_id=28423,1
http://203.0.113.19/verification/id/9551,1
https://paypa1-account-center.top/login.php,1
http://google-renew-subscription.cam/webscr?cmd=_login-run&dispatch=4865,1
http://172.16.254.1/cgi-bin/webscr?cmd=_login-submit,1
https://rn8lpy857nz3a8v4x7.fit/gate/auth/907/index.html,1
http://security-outlook-verification-portal-update.com/account/signin/authenticate/step1/verify-password.php?client_id=60422,1
http://n3e54n6o9jd3ih66w51ob537qo4z5.icu/gate/auth/202/index.html,1
http://paypa1-account-center.xyz/login.php,1
http://adobe-sign-renew-subscription.com/verify/user/1448/security.php,1
http://security-dropbox-verification-portal-update.com/account/signin/authenticate/step1/verify-password.php?client_id=27837,1
http://dropbox-auth-session.cam/verify/user/2347/security.php,1
http://198.51.100.42/auth/signin?session=988102,1
http://netflix.verify.service.ddns.net/signin?session_id=87728&redirect=account,1
http://paypa1-account-center.net/login.php,1
http://chase-unlock-account.rest/login?auth_token=975224,1
http://verification-hub.club/gateway?url=http://microsoft-security-confirm.xyz/login&next=verify&token=70610,1
http://172.16.254.1/verification/id/8027,1
http://guas173rih83j0nphh30gg2.tk/gate/auth/397/index.html,1
http://6nyqaelyyzz0jdcli6978v0bj.buzz/gate/auth/490/index.html,1
https://n8uujs75eltfebe5407k5w1jl6l9.rest/gate/auth/254/index.html,1
https://verification-hub.com/gateway?url=http://appleid-security-confirm.xyz/login&next=verify&token=34762,1
http://172.16.254.1/secure/verify-account.html,1
http://security-google-verification-portal-update.com/account/signin/authenticate/step1/verify-password.php?client_id=74868,1
http://outlook-signin-support.com/login?auth_token=616935,1
http://ggsj6vv8suoc1y5ayyov84.ga/gate/auth/129/index.html,1
http://coinbase-customer-service.work/login?auth_token=723068,1
http://security-binance-verification-portal-update.com/account/signin/authenticate/step1/verify-password.php?client_id=52587,1
https://security-office365-verification-portal-update.com/account/signin/authenticate/step1/verify-password.php?client_id=26950,1
http://198.51.100.42/login.php?ref=instagram,1
https://auth-portal.ga/gateway?url=http://dhl-tracking-security-confirm.xyz/login&next=verify&token=43444,1
http://91.240.118.172/secure/verify-account.html,1
https://instagram.secure.portal.zapto.org/signin?session_id=74336&redirect=account,1
http://paypa1-account-center.xyz/login.php,1
http://10.0.0.45/cgi-bin/webscr?cmd=_login-submit,1
https://coinbase.verify.validation.duckdns.org/signin?session_id=65382&redirect=account,1
http://micros0ft-account-center.top/login.php,1
http://security-appleid-verification-portal-update.com/account/signin/authenticate/step1/verify-password.php?client_id=77284,1
https://iyfrwskp6rfe64skbcbdpdxujjcs.ml/gate/auth/858/index.html,1
http://security-chase-verification-portal-update.com/account/signin/authenticate/step1/verify-password.php?client_id=61505,1
http://instagram-renew-subscription.com/account/update-credentials.html,1
https://micros0ft-account-center.net/login.php,1
https://adobe-sign-secure-portal.cf/login?auth_token=554871,1
http://chase.account.validation.ddns.net/signin?session_id=63096&redirect=account,1
https://netf1ix-verify-account-center.top/login.php,1
http://myyokeaea84hxxpw2gkqraffz8q.icu/gate/auth/560/index.html,1
http://auth-portal.rest/gateway?url=http://appleid-security-confirm.xyz/login&next=verify&token=53758,1
http://fedex-delivery-urgent-notice.net/webscr?cmd=_login-run&dispatch=1606,1
http://office365.account.service.ddns.net/signin?session_id=17956&redirect=account,1
http://verification-hub.cam/gateway?url=http://outlook-security-confirm.xyz/login&next=verify&token=18324,1
https://6ewxqpf0qpsvy74zq50op7xm.club/gate/auth/918/index.html,1
http://micros0ft-account-center.cc/login.php,1
https://security-coinbase-verification-portal-update.com/account/signin/authenticate/step1/verify-password.php?client_id=26920,1
http://23.227.198.203/cgi-bin/webscr?cmd=_login-submit,1
